id,created,key,summary,project_id,assignee_id,creator_id,overall_worklogs
728713,2019-09-30 10:01:35.557,BALT-2241,Digital Passport: Research current lesson rating logic,13,11,11,8100
728712,2019-09-30 11:48:44.739,BALT-2242,Need to customize audio/video ,13,10,10,23400
728711,2019-09-30 12:10:19.932,BALT-2243,Researh how to do integration with intercom for Product Tour ,13,97,37,10800
728710,2019-09-30 12:35:51.821,BALT-2244,Pre-learning and extra-curricular feature,13,208,33,3600
728709,2019-09-30 12:48:34.994,BALT-2245,Create custom video player for new react logic,13,86,86,3000
728708,2019-09-30 12:54:05.103,BALT-2246,Comments block improvements,13,33,33,99300
728707,2019-09-30 14:01:47.998,BALT-2247,Backend: Pre-learning and extra-curricular feature,13,11,11,1800
728706,2019-09-30 14:29:09.877,BALT-2248,Describe the features and prepare the roadmap,13,37,37,3600
728702,2019-09-30 16:53:53.845,BALT-2252,If delete recorded audio - it is still playing,13,97,206,3000
728700,2019-10-01 05:43:22.785,BALT-2254,Need to check AWS s3 policy ,13,1,10,1800
728699,2019-10-01 07:05:46.029,BALT-2255,Connect and to break the component (Pre-learning and extra-curricular),13,97,97,72000
728698,2019-10-01 07:27:55.282,BALT-2256,"Backend: Add new types of phases (Pre-learning, Extra-curricular)",13,1,11,6300
728697,2019-10-01 07:28:57.400,BALT-2257,Check extra curricular layout in the phase and fix merge conflicts,13,86,86,4980
728696,2019-10-01 07:51:49.981,BALT-2258,Investigate and plan the implementation of Themes feature,13,208,37,18600
728695,2019-10-01 08:11:23.285,BALT-2259,Research and understand Pre-Learning and extra-curricular features,13,208,208,5400
728694,2019-10-01 09:17:27.294,BALT-2260,Create extra curricular panel on phase,13,86,86,38160
728692,2019-10-01 11:56:08.164,BALT-2262,Documentation: Add info about migration process,13,11,11,3600
728689,2019-10-01 12:29:11.031,BALT-2265,Documentation: Add info about API documentation,13,11,11,2700
728688,2019-10-01 13:36:57.339,BALT-2266,Backend: Research required endpoints for the new phase types,13,1,11,7200
728686,2019-10-02 10:11:35.502,BALT-2268,Testing Resources Block,13,1,1,43200
728684,2019-10-02 11:33:16.435,BALT-2270,Backend: Setup routes for admin ,13,11,10,9000
728681,2019-10-02 11:34:34.462,BALT-2273,Backend: Organization CRUD in admin panel ,13,11,10,17100
728680,2019-10-02 11:35:37.859,BALT-2274,Frontend: Main page for admin panel,13,10,10,19800
728676,2019-10-02 11:43:28.692,BALT-2278,Selected file strategy,13,97,97,1800
728675,2019-10-02 11:45:16.954,BALT-2279,Adding to phase functional,13,97,97,14400
728674,2019-10-02 11:46:38.334,BALT-2280,Displaying files in current component (pre-learning/curricular),13,97,97,9000
728673,2019-10-02 11:48:06.251,BALT-2281,Delete elements from phase handler,13,97,97,5400
728671,2019-10-02 11:50:24.298,BALT-2283,Download file functional,13,97,97,36000
728670,2019-10-02 11:52:02.789,BALT-2284,Implement component logic for two components,13,1,97,7200
728669,2019-10-02 11:53:47.419,BALT-2285,"Display ""files not exist"" info if haven't files",13,1,97,1800
728668,2019-10-02 11:55:24.362,BALT-2286,implement design in phase,13,97,97,7200
728666,2019-10-03 12:36:30.081,BALT-2288,Add markup for Extra Curricular phase,13,86,86,3000
728665,2019-10-03 12:42:54.882,BALT-2289,Markup: Admin Panel,13,86,10,66240
728664,2019-10-04 06:48:50.529,BALT-2290,Fix layout bug with cancel/resend buttons in canvas comment,13,86,86,960
728662,2019-10-07 05:46:16.242,BALT-2292,Tests for Dropbox in Image Block ,13,1,1,19800
728661,2019-10-07 05:49:29.613,BALT-2293,DropboxChooser,13,1,1,50400
728660,2019-10-07 06:36:37.410,BALT-2294,Documentation: Add project start description,13,11,11,45000
728657,2019-10-07 10:22:35.177,BALT-2297,Work on new features roadmap ,13,10,10,123900
728656,2019-10-07 11:00:49.968,BALT-2298,YouTube api key for data,13,97,97,17400
728654,2019-10-07 11:38:03.624,BALT-2300,Testing and feedback,13,1,10,19800
728650,2019-10-07 11:47:50.379,BALT-2304,Auth for HR user ,13,11,10,7200
728647,2019-10-07 12:06:00.785,BALT-2307,Решить проблему с z-index у канвас комментариев,13,86,86,2520
728646,2019-10-07 12:53:01.238,BALT-2308,Research frontend web app split from backend,13,208,208,28800
728645,2019-10-08 05:25:04.862,BALT-2309,Need to test comments block ,13,206,10,5400
728644,2019-10-08 05:43:06.858,BALT-2310,Split frontend app from backend,13,208,208,61200
728643,2019-10-08 06:33:37.010,BALT-2311,ImageBlock,13,1,1,28800
728637,2019-10-08 18:14:14.886,BALT-2317,Need to test Extra-Curricular & Pre-learning feature ,13,206,10,4800
728636,2019-10-08 18:30:22.140,BALT-2318,Help Max debug issue on extracurricular/prelearning phases,13,33,33,14400
728635,2019-10-09 04:09:55.728,BALT-2319,Настроить ширину и высоту у картинки в канвас комментариях,13,86,86,1800
728634,2019-10-09 06:49:53.457,BALT-2320,Adapt extra-curricular and pre-learning for lesson/template preview mode,13,33,33,9600
728633,2019-10-09 08:56:30.977,BALT-2321,"Fix styles for extracurricular, pre-learning phases in students room",13,86,33,9960
728632,2019-10-09 11:09:31.347,BALT-2322,Extra-curricular & pre-learning style improvements after feedback from Vlad,13,86,33,25800
728631,2019-10-09 11:19:22.500,BALT-2323,Extra-curricular & pre-learning improvements after feedback from Vlad,13,33,33,27000
728630,2019-10-09 11:24:12.932,BALT-2324,Change pre-learning phase type from 5 to 1,13,11,33,10800
728629,2019-10-09 11:45:14.500,BALT-2325,Intercom and Youtube keys and setting,13,97,97,3600
728627,2019-10-09 12:38:59.928,BALT-2327,Make state currentPhase id the starter phase type id,13,11,33,11400
728626,2019-10-09 19:01:27.878,BALT-2328,Fix vimeo video,13,97,97,10800
728625,2019-10-10 05:15:37.919,BALT-2329,Add new filed in response data,13,11,97,9900
728624,2019-10-10 10:07:22.032,BALT-2330,Refactor images logic,13,97,97,12600
728623,2019-10-10 10:08:45.061,BALT-2331,Canvas staging testing,13,97,97,3600
728622,2019-10-10 11:08:27.863,BALT-2332,Prepare deploy plan,13,10,10,7200
728621,2019-10-11 05:18:02.463,BALT-2333,Test staging ,13,10,10,24000
728620,2019-10-11 06:41:33.405,BALT-2334,Fix layout bug with Extra Curricular materials list in modal window,13,86,86,4440
728619,2019-10-11 06:53:18.892,BALT-2335,Fix minor bugs after testing,13,97,97,14400
728618,2019-10-11 06:56:21.933,BALT-2336,Backend: Research JWT integration in the system,13,11,11,17100
728617,2019-10-14 07:52:33.175,BALT-2337,Fix a bug with huge indents between materials on the Extra Curricular phase,13,86,86,1680
728616,2019-10-14 07:58:09.238,BALT-2338,Need to make backup of code ,13,1,10,1800
728615,2019-10-14 09:20:31.046,BALT-2339,Bug when open Google-Drive ,13,97,10,2400
728613,2019-10-14 09:24:45.350,BALT-2341,Deploy to prod,13,10,10,14400
728612,2019-10-14 09:39:57.827,BALT-2342,Fix bugs and testing,13,97,97,7200
728609,2019-10-14 10:00:10.542,BALT-2345,Functionality improvements,13,97,33,4800
728608,2019-10-14 11:09:46.514,BALT-2346,Test production ,13,206,10,2400
728606,2019-10-14 11:28:08.199,BALT-2348,Teachers list,13,365,33,16200
728602,2019-10-14 13:28:09.797,BALT-2352,Apply new logic template phases pagination in preview template modal,13,1,33,27600
728598,2019-10-14 16:10:05.766,BALT-2356,Configure the correct display for phase switching elements in preview mode,13,86,86,1800
728597,2019-10-15 05:38:48.417,BALT-2357,Profile feed endpoint provide 500 Error,13,11,10,34200
728596,2019-10-15 06:24:03.840,BALT-2358,Organizations List,13,97,97,10800
728595,2019-10-15 06:26:53.478,BALT-2359,Add new organization,13,97,97,11100
728594,2019-10-15 06:29:50.445,BALT-2360,Edit organizations ,13,1,97,11700
728593,2019-10-15 08:08:12.046,BALT-2361,Bootstrap React app for HR dashboard,13,208,208,18900
728588,2019-10-15 09:38:02.275,BALT-2366,Frontend: Super Admin Dashboard,13,97,33,12600
728586,2019-10-15 10:52:25.536,BALT-2368,Teacher Profile Bio,13,365,33,7200
728585,2019-10-15 10:55:19.894,BALT-2369,Teacher Profile Certificate(Professional development) List,13,365,33,5400
728584,2019-10-15 10:56:17.445,BALT-2370,Create markup for Teacher’s Digital Passport,13,365,86,30000
728582,2019-10-15 11:11:25.309,BALT-2372,Create markup for Organisation’s Teachers list,13,365,86,65700
728581,2019-10-15 11:58:15.673,BALT-2373,Backend: Create super admin ,13,11,11,3600
728580,2019-10-15 12:07:37.017,BALT-2374,Teachers list filter,13,365,33,3600
728579,2019-10-15 12:29:20.307,BALT-2375,Create markup for the Header in Teacher's List,13,1,1,43200
728566,2019-10-15 13:31:06.592,BALT-2388,Backend: Need to add phone number field into db,13,11,10,6300
728565,2019-10-15 13:32:05.643,BALT-2389,Teacher profile editing,13,365,33,6900
728562,2019-10-15 13:46:42.377,BALT-2392,Create markup for onboarding in Teachers documents page,13,86,86,9600
728560,2019-10-15 13:50:41.285,BALT-2394,Create markup for teacher account edit page,13,365,86,33300
728559,2019-10-15 14:01:54.453,BALT-2395,Create pagination markup for organizations list in admin panel,13,86,86,5400
728553,2019-10-15 14:17:34.756,BALT-2401,Add styles for HR login dashboard,13,365,86,2700
728552,2019-10-15 14:21:11.279,BALT-2402,Themes&Layouts: List of features to be discussed,13,33,1,6300
728551,2019-10-15 15:02:21.099,BALT-2403,problem with web socket ,13,1,1,18000
728550,2019-10-16 05:16:18.180,BALT-2404,Need to add pagination ,13,97,10,9000
728547,2019-10-16 06:03:29.546,BALT-2407,Markup: Teacher Profile Page,13,365,10,13200
728546,2019-10-16 06:07:00.665,BALT-2408,Markup for teacher bio,13,97,10,43200
728542,2019-10-16 06:12:40.793,BALT-2412,Markup for add certificates modal,13,365,10,50400
728539,2019-10-16 06:17:25.897,BALT-2415,Add certificate form error handling,13,365,33,9000
728536,2019-10-16 06:49:07.157,BALT-2418,Unitest for organization list component,13,97,97,16800
728535,2019-10-16 06:49:31.238,BALT-2419,Unitest for Edit organization and create organization,13,97,97,14400
728534,2019-10-16 06:50:11.713,BALT-2420,Error handlers for Edit and create components,13,97,97,6600
728533,2019-10-16 06:50:38.963,BALT-2421,Pagination for Organization List,13,97,97,9000
728532,2019-10-16 06:53:58.382,BALT-2422,Frontend: HR Dashboard Documents,13,365,33,7200
728531,2019-10-16 06:55:23.855,BALT-2423,Form validator in edit and create new component,13,97,97,7200
728530,2019-10-16 06:56:59.099,BALT-2424,Teachers list sort,13,365,33,3600
728528,2019-10-16 07:06:41.258,BALT-2426,Delete certificate,13,365,33,3600
728520,2019-10-16 07:25:27.845,BALT-2434,Sort Organization List,13,1,97,8400
728510,2019-10-16 08:15:58.658,BALT-2444,HR: Add HR user role (Backend),13,11,11,2700
728505,2019-10-16 10:08:13.259,BALT-2449,Plan styles for HR dashboard,13,86,33,14400
728502,2019-10-16 10:43:20.436,BALT-2452,Adapt HR-managers button and open new page,13,33,10,1200
728501,2019-10-16 10:44:59.519,BALT-2453,Add HR-manager ,13,1,10,3600
728500,2019-10-16 10:45:54.816,BALT-2454,Display the list of added HR-managers,13,1,10,3600
728499,2019-10-16 10:46:48.731,BALT-2455,Delete HR-manager,13,1,10,1800
728498,2019-10-16 11:28:08.161,BALT-2456,Increase socket io max connections to 2048,13,208,208,1800
728496,2019-10-16 11:41:34.176,BALT-2458,Get list of organizations ,13,11,10,15300
728495,2019-10-16 11:42:04.696,BALT-2459,Update organizations ,13,11,10,8100
728494,2019-10-16 11:42:44.592,BALT-2460,Create organizations & teacher-admin,13,11,10,13500
728486,2019-10-16 12:47:33.770,BALT-2468,Tests HR\CurriculumController,13,191,10,2100
728484,2019-10-16 12:49:17.436,BALT-2470,Tests HR\GeneralDocumentsController,13,4,10,38820
728483,2019-10-16 12:49:42.487,BALT-2471,Tests HR\NotificationController,13,4,10,13800
728482,2019-10-16 12:51:32.415,BALT-2472,Tests HR\OnboardingStatusController,13,4,10,3600
728481,2019-10-16 12:53:31.161,BALT-2473,Test for CRUD certificates (Teacher),13,192,10,7800
728480,2019-10-16 12:54:49.372,BALT-2474,Test for public teacher profile(teachers info),13,192,10,10200
728479,2019-10-16 14:13:48.083,BALT-2475,Ticket estimation and roadmap planning,13,33,33,21600
728478,2019-10-16 14:18:07.350,BALT-2476,MR review,13,33,33,1800
728477,2019-10-17 03:46:19.386,BALT-2477,Add sentry to sockets container,13,208,208,2700
728475,2019-10-17 07:14:35.636,BALT-2479,Organization Teachers List,13,208,33,46800
728468,2019-10-17 15:44:41.018,BALT-2486,Add mandrill template for hr-manager create action,13,11,33,4500
728467,2019-10-18 05:49:31.448,BALT-2487,Need to check stock image and flaticon libraries,13,10,10,5400
728463,2019-10-18 07:38:57.588,BALT-2491,Research SVG images on Teacherly canvas compatibility,13,208,208,4800
728462,2019-10-21 05:14:03.011,BALT-2492,Check resize canvas element from 4 sides,13,33,33,64800
728461,2019-10-21 05:36:35.628,BALT-2493,Backend: Need to store rotation degree logic in phase commands ,13,11,10,2700
728458,2019-10-21 06:23:16.586,BALT-2496,Need to be able to raise staging from  themes & digital-passport branches,13,1,10,300
728457,2019-10-21 07:12:22.062,BALT-2497,Backend works planning,13,10,10,21600
728456,2019-10-21 18:21:09.818,BALT-2498,Implement canvas object rotation,13,208,208,57000
728455,2019-10-22 06:35:11.825,BALT-2499,Check command type on backend,13,11,33,12600
728454,2019-10-22 07:21:38.383,BALT-2500,"Rename current tables (themes, theme_commands)",13,10,10,10800
728452,2019-10-22 10:39:15.568,BALT-2502,Canvas images advanced modal,13,97,97,28800
728451,2019-10-22 11:42:08.005,BALT-2503,Preview of layouts and themes implementation ,13,10,10,40500
728449,2019-10-23 07:33:17.625,BALT-2505,Backend: Background feature ,13,10,10,2700
728448,2019-10-23 07:52:49.450,BALT-2506,Need to research/study current logic of background_image field,13,10,10,5400
728447,2019-10-23 07:53:42.918,BALT-2507,Need to add logic with type and value in phase table,13,11,10,8100
728446,2019-10-23 08:01:27.172,BALT-2508,Implement  select image from multiple resources,13,208,208,111000
728445,2019-10-23 08:09:38.183,BALT-2509,Research Pixabay api capabilities for background deature,13,208,208,3600
728444,2019-10-23 08:09:57.358,BALT-2510,Research Pexels api for image picker response,13,208,208,1200
728442,2019-10-23 10:51:00.373,BALT-2512,Change the button order in the canvas toolbar and add two new buttons,13,86,86,7020
728441,2019-10-23 10:59:14.029,BALT-2513,Create modal with backgrounds/textures for canvas,13,86,86,7200
728440,2019-10-23 11:25:46.246,BALT-2514,Research of existing styles and markup for this kind of modal windows,13,86,86,4200
728439,2019-10-23 11:28:22.163,BALT-2515,Adding background images search markup,13,86,86,4200
728438,2019-10-23 11:29:17.221,BALT-2516,Adding a markup to select a palette,13,86,86,9000
728437,2019-10-23 11:30:24.803,BALT-2517,Adding styles to this component,13,86,86,29700
728434,2019-10-23 13:29:27.167,BALT-2520,svg icons from flaticon,13,97,97,17400
728432,2019-10-24 06:13:03.957,BALT-2522,Vector element SVG,13,97,97,5400
728431,2019-10-24 06:16:32.652,BALT-2523,Create new modal and styled,13,97,97,12600
728430,2019-10-24 06:18:14.417,BALT-2524,Create universal tooltip,13,97,97,9000
728429,2019-10-24 06:22:29.469,BALT-2525,Create new canvas element SVG,13,97,97,3600
728428,2019-10-24 06:30:30.687,BALT-2526,Integrate library in order to resize drag canvas elements,13,33,33,54000
728427,2019-10-24 06:47:46.150,BALT-2527,Approve form Kirill and Denis ,13,97,97,3000
728426,2019-10-24 06:48:17.772,BALT-2528,Add env variables for Pixabay & Pexels,13,10,10,5400
728424,2019-10-24 08:32:13.214,BALT-2530,Update readme and env files,13,11,11,3600
728418,2019-10-25 06:21:12.138,BALT-2536,Generate API key for Flaticon and store it in code as env,13,10,10,2100
728417,2019-10-25 06:26:57.278,BALT-2537,Need to add env into staging settings ,13,1,10,1800
728416,2019-10-25 06:38:00.961,BALT-2538,Need to estimate task according to velocity of command,13,10,10,25200
728415,2019-10-25 06:52:22.182,BALT-2539,Change the appearance of the connected bounding-box,13,86,86,26400
728414,2019-10-25 07:06:21.195,BALT-2540,Adapt Icon Modal,13,97,97,3600
728413,2019-10-25 07:07:04.809,BALT-2541,Integration with flaticon.com,13,97,97,10800
728412,2019-10-25 07:07:16.030,BALT-2542,Handle image search by filter ,13,97,97,4800
728411,2019-10-25 07:07:23.431,BALT-2543,Handle result display,13,97,97,3600
728410,2019-10-25 07:07:28.905,BALT-2544,Infinity scroll,13,97,97,7800
728408,2019-10-28 04:56:52.100,BALT-2546,Need to add list of teachers to the prod and staging,13,10,10,2700
728407,2019-10-28 05:06:47.529,BALT-2547,Display Element icon in canvas,13,97,97,1800
728406,2019-10-28 05:09:08.287,BALT-2548,Handle SVG element display on canvas,13,97,97,36600
728405,2019-10-28 05:09:19.927,BALT-2549,Handle color selection button (only for icon elements when it focused),13,1,97,5400
728404,2019-10-28 05:09:30.437,BALT-2550,"Handle logic with fill icon by color, communicate with Backend",13,1,97,5400
728403,2019-10-28 05:09:55.379,BALT-2551,Handle Errors display,13,97,97,12600
728402,2019-10-28 05:10:09.617,BALT-2552,AWS and backend,13,1,97,7200
728401,2019-10-28 05:15:28.762,BALT-2553,Need to change mandrill and mailchimp settings for Teacherly ,13,10,10,6300
728400,2019-10-28 05:37:01.768,BALT-2554,Disable canvas element in a collaboration mode if it's being modified,13,33,33,26700
728399,2019-10-28 09:07:13.569,BALT-2555,Canvas SVG element,13,11,11,23400
728398,2019-10-28 09:30:42.730,BALT-2556,Need to edit mandrillapp templates ,13,10,10,2400
728395,2019-10-28 13:10:59.774,BALT-2559,Lesson state canvas element contain position with x OR y equal to null values,13,11,33,1800
728392,2019-10-29 04:40:48.954,BALT-2562,Deploy ,13,10,10,14400
728391,2019-10-29 06:46:37.596,BALT-2563,Markup for topics in create lesson popup crashed,13,86,10,1860
728390,2019-10-29 06:51:57.030,BALT-2564,Phase background textures ,13,33,33,70500
728388,2019-10-29 09:01:53.230,BALT-2566,Planing tasks,13,86,86,600
728387,2019-10-29 09:08:42.294,BALT-2567,Remove old styles and unnecessary markup,13,86,86,4200
728386,2019-10-29 09:10:05.161,BALT-2568,Improve the old html component layout and add a new,13,86,86,23040
728385,2019-10-29 09:10:29.542,BALT-2569,Add new styles for component,13,86,86,1200
728383,2019-10-29 09:26:33.705,BALT-2571,Postmortem on Teacher Circle issue.,13,1,11,13500
728382,2019-10-29 12:09:23.290,BALT-2572,Check themes design,13,33,33,600
728381,2019-10-29 12:23:37.200,BALT-2573,Need to check theme design from Vlad,13,10,10,600
728380,2019-10-30 06:54:58.876,BALT-2574,Need to edit env variables on the staging ,13,1,10,900
728379,2019-10-30 07:06:37.434,BALT-2575,Add logic for student,13,97,97,5400
728378,2019-10-30 07:58:25.227,BALT-2576,Bug with add_theme logic ,13,10,10,14400
728377,2019-10-30 12:23:24.602,BALT-2577,Classes list update bug,13,97,33,1800
728376,2019-10-30 13:10:46.296,BALT-2578,Bug with creating topics on slate.teacherly.io,13,33,10,10500
728375,2019-10-30 13:27:56.170,BALT-2579,Themes/Layouts Bug on slate.teacherly.io,13,11,10,16200
728374,2019-10-31 04:18:31.520,BALT-2580,Add styles for copyright info in images modal,13,86,86,14760
728373,2019-10-31 05:00:49.524,BALT-2581,Fix bugs in image upload modal window with grid list design,13,208,208,9900
728372,2019-10-31 07:20:29.629,BALT-2582,Show phase background on students room,13,97,33,6000
728371,2019-10-31 08:26:23.899,BALT-2583,Added subject field,13,11,97,5400
728370,2019-10-31 09:13:30.677,BALT-2584,Canvas element tagging,13,208,33,30600
728369,2019-10-31 10:18:02.214,BALT-2585,"Add API bindings for themes and layout (action types action creators, epics)",13,208,208,22200
728368,2019-10-31 10:28:16.374,BALT-2586,Research the structure to keep Themes and Layouts,13,11,11,36000
728367,2019-10-31 11:09:57.879,BALT-2587,Refactor svg icons to save local,13,97,97,10800
728366,2019-10-31 11:24:28.306,BALT-2588,Update the layout of the images modal window according to the design,13,86,86,3600
728365,2019-10-31 12:43:03.111,BALT-2589,Fix a small bug with a corner over the text button and adjust styles for is-loading search items,13,86,86,720
728364,2019-10-31 14:55:05.656,BALT-2590,Focus items bug on canvas,13,97,97,19800
728363,2019-11-01 05:10:43.488,BALT-2591,Fix small bugs with copyright and search filter in images modal,13,86,86,6600
728362,2019-11-01 06:28:35.468,BALT-2592,Icon and background image improvements,13,97,33,12900
728361,2019-11-01 08:06:50.690,BALT-2593,Pexel images pagination,13,208,33,10800
728359,2019-11-01 08:13:06.286,BALT-2595,Plan tasks,13,86,86,300
728358,2019-11-01 08:14:01.491,BALT-2596,Explore the place where the new functionality is added and finalize HTML markup,13,86,86,4800
728357,2019-11-01 08:14:35.840,BALT-2597,Added styles to this component,13,86,86,5400
728355,2019-11-01 08:14:55.073,BALT-2599,Copyright modal left/right logic,13,33,33,8400
728354,2019-11-01 17:59:50.700,BALT-2600,Not all parts of svg icons change color,13,97,97,2700
728353,2019-11-04 04:48:08.816,BALT-2601,Research feature and create tickets for backend development,13,4,10,30900
728352,2019-11-04 04:50:04.823,BALT-2602,"When comment is active, opacity should be 1",13,33,33,1800
728350,2019-11-04 05:17:09.162,BALT-2604,Upload standards IB curriculum,13,10,10,12600
728349,2019-11-04 05:35:38.302,BALT-2605,Add a background removal button on the canvas in Backgrounds modal window,13,86,86,3480
728348,2019-11-04 05:55:32.388,BALT-2606,Bug with resize icons elements ,13,97,10,3000
728346,2019-11-04 06:51:35.490,BALT-2608,Plan task,13,86,86,1080
728345,2019-11-04 06:56:06.791,BALT-2609,Check possibility to show bounding box only on hover to the element,13,97,33,5400
728344,2019-11-04 07:10:39.197,BALT-2610,Position the controls relative to the bounding-box,13,86,86,9600
728342,2019-11-04 07:10:57.883,BALT-2612,Remove the stroke from the canvas-comment points,13,86,86,300
728341,2019-11-04 07:11:02.944,BALT-2613,Adjust styles for canvas-activity items on canvas,13,86,86,2580
728339,2019-11-04 08:20:52.406,BALT-2615,Edit template -  Teacher start email,13,10,10,2400
728338,2019-11-04 08:21:29.006,BALT-2616,Reset background image ,13,33,33,6000
728337,2019-11-04 09:12:47.071,BALT-2617,Canvas SVG element activation bug,13,97,33,6300
728336,2019-11-04 09:54:41.880,BALT-2618,Roadmap update ,13,1,10,900
728335,2019-11-04 10:01:33.095,BALT-2619,Endpoint for background image reset,13,11,33,3600
728334,2019-11-04 10:55:16.895,BALT-2620,Edit message title - Welcome to Lumici ,13,10,10,3600
728333,2019-11-04 11:45:10.559,BALT-2621,Export phases with assets,13,11,11,28800
728332,2019-11-04 12:24:40.686,BALT-2622,Image Block improvements,13,33,33,13800
728331,2019-11-04 12:37:04.565,BALT-2623,Flaticon apikey undefined,13,97,33,2100
728330,2019-11-04 12:49:08.899,BALT-2624,Implement the ability to upload svg from local computer ,13,97,10,8400
728329,2019-11-04 12:54:09.286,BALT-2625,Need to research how to display delete/upload buttons for images  when rotation/resize ,13,86,10,2820
728328,2019-11-04 13:23:33.795,BALT-2626,Phase Time button,13,97,97,15300
728327,2019-11-05 04:30:31.530,BALT-2627,Phases amount 12 ,13,11,10,1800
728326,2019-11-05 05:34:39.776,BALT-2628,Checklist prepare ,13,1,10,15000
728325,2019-11-05 07:02:34.316,BALT-2629,Google search image copyright title markup,13,86,33,2400
728324,2019-11-05 07:35:55.556,BALT-2630,Prepare doc for new features ,13,10,10,3600
728323,2019-11-05 08:20:16.817,BALT-2631,Deploy last fixes to the prod ,13,10,10,1800
728322,2019-11-05 08:30:05.849,BALT-2632,Student Dashboard Planning ,13,10,10,10800
728320,2019-11-05 09:41:07.661,BALT-2634,Adapt new markup for canvas element control,13,33,33,7200
728319,2019-11-05 10:04:48.200,BALT-2635,Refractorize styles and remove small bugs from icons and document,13,86,86,6300
728318,2019-11-05 10:29:25.344,BALT-2636,Configure `REACT_APP_TEMPLATE_EDITOR_EMAILS` environment variable on staging / prod,13,1,208,300
728317,2019-11-05 10:33:42.553,BALT-2637,Autofocus for new element,13,97,97,7200
728316,2019-11-05 10:33:59.740,BALT-2638,Delete element in it empty,13,97,97,4800
728315,2019-11-05 10:41:06.652,BALT-2639,Fix bug,13,97,97,18000
728314,2019-11-05 11:18:53.186,BALT-2640,"Add loader on images modal, when image clicked/selected ",13,208,10,8100
728313,2019-11-05 11:57:59.085,BALT-2641,Improve styles for Themes&Layouts modal window,13,86,86,4020
728311,2019-11-06 04:34:14.991,BALT-2643,Canvas activity element improvements,13,97,33,10800
728310,2019-11-06 04:35:21.449,BALT-2644,Canvas file element improvements,13,97,33,10800
728309,2019-11-06 04:44:15.236,BALT-2645,Canvas link element improvements,13,97,33,5400
728308,2019-11-06 04:51:52.457,BALT-2646,Canvas SVG element improvements,13,97,33,31800
728307,2019-11-06 04:57:50.981,BALT-2647,SVG modal improvements,13,208,33,5400
728306,2019-11-06 05:07:11.657,BALT-2648,Canvas comment element improvements,13,97,33,14400
728305,2019-11-06 05:09:13.405,BALT-2649,Update canvas element icons,13,86,33,9600
728304,2019-11-06 05:14:38.485,BALT-2650,Apply previous command on CTRL+Z,13,33,33,1800
728303,2019-11-06 05:21:48.976,BALT-2651,Canvas element locked state markup,13,86,33,15360
728302,2019-11-06 05:32:22.441,BALT-2652,Cover phase sidebar markup improvements,13,97,33,1800
728301,2019-11-06 05:34:09.836,BALT-2653,Fix the rotate icon location for bounding-box,13,86,86,1860
728299,2019-11-06 06:47:09.813,BALT-2655,Active tab menu remain open after switch into another phase,13,1,33,7200
728298,2019-11-06 06:58:06.358,BALT-2656,Check Canva element rotation icon behavior,13,33,33,1800
728297,2019-11-06 07:38:09.471,BALT-2657,Apply theme to canvas,13,11,11,63000
728296,2019-11-06 10:09:07.899,BALT-2658,Communications and planning,13,1,10,2328360
728295,2019-11-06 10:13:19.009,BALT-2659,Canvas elements z-index reset after drag & drop,13,33,33,18600
728294,2019-11-06 10:27:50.436,BALT-2660,Add element tagging dropdown for image element,13,208,33,1800
728293,2019-11-06 10:33:18.321,BALT-2661,Testing features (which are depending to the Themes/Layouts),13,206,10,14400
728292,2019-11-06 11:58:23.900,BALT-2662,Rotate for Text & Image elements do not in Student Dashboard,13,208,10,1200
728291,2019-11-06 12:14:22.684,BALT-2663,Adjust styles for disabled canvas elements,13,86,86,3000
728290,2019-11-06 12:35:07.047,BALT-2664,Backend: Do not update elements commands after reload page,13,10,10,5100
728289,2019-11-07 04:30:12.324,BALT-2665,Fix bug with incorrect displaying lock icon in preview mode,13,86,86,720
728288,2019-11-07 06:07:48.414,BALT-2666,Backend:Export logic of themes/layouts,13,10,10,25200
728287,2019-11-07 07:11:42.315,BALT-2667,Update digital-passport branch and prepare api for Kirill,13,208,208,43200
728286,2019-11-07 08:25:07.304,BALT-2668,CORS library,13,1,11,7200
728285,2019-11-07 08:52:28.166,BALT-2669,Pipeline from digital-passport branch is failed,13,208,10,30600
728284,2019-11-07 09:03:10.377,BALT-2670,Assign lesson modal markup broken,13,97,33,6000
728283,2019-11-07 09:17:31.069,BALT-2671,Occasionally canvas elements get inactive on click,13,33,33,12600
728281,2019-11-07 13:02:31.727,BALT-2673,Fix bug with scale on canvas,13,97,97,9600
728280,2019-11-08 04:34:47.869,BALT-2674,Markup: Images & SVG modal  (minor bugs),13,97,10,9600
728279,2019-11-08 04:40:56.180,BALT-2675,Infinite scroll do not work correctly ,13,33,10,1800
728276,2019-11-08 05:10:43.188,BALT-2678,Loader no displayed in background modal,13,33,10,2100
728275,2019-11-08 05:12:40.537,BALT-2679,Phase time: Time in phase is slowly updates,13,33,10,3000
728274,2019-11-08 10:03:39.513,BALT-2680,Add ability to duplicate elements on the canvas,13,33,10,8400
728272,2019-11-08 12:39:20.169,BALT-2682,No background color|image if lesson was exported as template,13,10,10,5400
728271,2019-11-11 05:27:06.658,BALT-2683,Add locker styles for canvas loader elements,13,97,33,3600
728268,2019-11-11 07:24:10.411,BALT-2686,Check why canvas audio element is not clickable,13,33,33,1800
